,User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher
292,98391,0312324170,8,"Requiem for a Realtor : A Father Dowling Mystery (Mcinerny, Ralph)",Ralph McInerny,2004,St. Martin's Minotaur
293,98391,0345459237,10,Loverboy/Bad Girl 2 pack Trade Prepack : A Novel,MICHELE JAFFE,2004,Ballantine Books
294,98391,159105236X,10,The Starry Child,Lynn Hanna,2003,Novelbooks
295,98391,0452285038,9,Cuba,Emily Barr,2004,Plume Books
296,98391,0373790570,8,"About That Night... (Harlequin Blaze, No. 53)",Jeanie London,2002,Harlequin
297,98391,0553801449,9,Incriminating Evidence,Sheldon Siegel,2001,Bantam Books
298,98391,0440237440,9,Song from the Sea,Katherine Kingsley,2003,Dell Publishing Company
299,98391,0743438043,8,Captured by Your Kiss: Brides of the Bloodstone,Jen Holling,2002,Pocket Books
300,98391,0805068015,9,Eva Moves the Furniture,Margot Livesey,2001,Henry Holt &amp; Company
301,98391,074347046X,10,Star Struck Dead,Sheila York,2003,Pocket Books
302,98391,0312982631,9,Deadly Desire (A Francesca Cahill Romance),Brenda Joyce,2002,St. Martin's Paperbacks
303,98391,0380977915,9,T2: Infiltrator,S. M. Stirling,2001,Harpercollins
304,98391,0312265735,9,Death of the Last Villista : A Texana Jones Mystery (Texana Jones Mysteries (Hardcover)),Allana Martin,2001,St. Martin's Minotaur
305,98391,0758203381,8,The Secret Life of Bryan,Lori Foster,2004,BRAVA
306,98391,0743475739,10,Angel Cafe,Jill Morrow,2003,Pocket Books
307,98391,0765304813,8,Psychamok (Psychomech Trilogy),Brian Lumley,2002,Tor Books
308,98391,1410401987,8,"Love, Louisa",Barbara Metzger,2004,Five Star (ME)
309,98391,0374456283,10,The Tree of Life : Charles Darwin,Peter Sis,2003,"Farrar, Straus and Giroux (BYR)"
310,98391,0821769332,8,In Too Deep,Janelle Taylor,2001,Zebra Books
311,98391,0060723475,10,A Hoe Lot of Trouble : A Nina Quinn Mystery (Nina Quinn Mysteries),Heather Webber,2004,Avon
312,98391,0505523175,8,Savage Splendor (Savage),Cassie Edwards,1999,Love Spell
313,98391,1551668734,9,A Season of Miracles,Heather Graham,2001,Mira Books
314,98391,0373273533,10,Darkness Calls (Silhouette Intimate Moments),Caridad Pineiro,2004,Silhouette
315,98391,0385335792,9,My Best Friend,Laura Wilson,2002,Delacorte Press
316,98391,0843948787,9,The Agreement (Secret Fires),Constance O'Banyon,2001,Leisure Books
317,98391,0553582542,8,Seduction in Mind,Susan Johnson,2001,Bantam Books
318,98391,0373764421,8,"And The Winner Gets...Married!  (Dynasties:  The Connellys) (Silhouette Desire, No. 1442)",Metsy Hingle,2002,Silhouette
319,98391,044652946X,9,High on a Hill,Dorothy Garlock,2002,Warner Books
320,98391,0553109359,9,Wet Grave,BARBARA HAMBLY,2002,Bantam
321,98391,0375401253,9,Flinch,ROBERT FERRIGNO,2001,Pantheon
322,98391,037369167X,8,"Pillow Talk (Harlequin Temptation, No. 967)",Kathleen O'Reilly,2004,Harlequin
323,98391,0786255366,9,Reinventing Olivia (Five Star Expressions.),Nancy Robards Thompson,2003,Five Star (ME)
324,98391,0446691364,10,"Beautiful as the Moon, Radiant as the Stars: Jewish Women in Yiddish Stories: An Anthology",Sandra Bark,2003,Warner Books
325,98391,0892966769,9,Death of a Celebrity (Hamish Macbeth Mysteries (Hardcover)),M. C. Beaton,2002,Mysterious Press
326,98391,045121109X,10,Lawless,Christopher A. Darden,2004,New American Library
327,98391,1551669099,8,The Stone Forest,Karen Harper,2002,Mira
328,98391,0966037103,9,Into the Path of Gods (Macsen's Treasure Series/Kathleen Cunningham Guler),Kathleen Cunningham Guler,1998,Bardsong Press
329,98391,0452284562,10,Prodigal Project: Book 3 Numbers (Prodigal Project (Paperback)),Ken Abraham,2003,Plume Books
330,98391,0374375763,5,Father Fox's Christmas Rhymes,Clyde Watson,2003,"Farrar, Straus and Giroux (BYR)"
331,98391,0060554800,9,"Red Tide : A Novel (Ford, Gm)",G.M. Ford,2004,William Morrow
332,98391,1551667118,10,On The Edge: 3 Novels in 1,Heather Graham,2003,Mira
333,98391,0385336276,8,Top Hook,GORDON KENT,2002,Delacorte Press
334,98391,0515131016,9,Heart of a Warrior (Seduction Romance (Paperback)),Betty Davidson,2001,Jove Books
335,98391,0312304048,9,Camelback Falls: A David Mapstone Mystery,Jon Talton,2003,St. Martin's Minotaur
336,98391,0312287852,8,A Week in Winter : A Novel,Marcia Willett,2002,Thomas Dunne Books
337,98391,0451411161,10,The Silver Lion,Lynn Kerstan,2003,Onyx Books
338,98391,0765303663,9,Spaceland : A Novel of the Fourth Dimension,Rudy Rucker,2002,Tor Books
339,98391,0373292651,8,Beauchamp Besieged,Elaine Knighton,2003,Harlequin
340,98391,1553165233,9,Wintertide,Megan Sybil Baker,2001,Ltdbooks
341,98391,0684871432,9,The Good Journey,Micaela Gilchrist,2001,Simon &amp; Schuster
342,98391,1551666642,8,Kiss River,Diane Chamberlain,2003,Mira Books
343,98391,0553585908,10,The Saint (Get Connected Romances),MADELINE HUNTER,2003,Bantam
344,98391,0373710445,8,"A CONVENIENT PROPOSAL - THE SHANNON SISTERS (Harlequin Superromance, No. 1044)",C.J. Carmichael,2002,Harlequin
345,98391,0743464907,8,Bagman,Jay MacLarty,2004,Pocket Star
346,98391,0399152202,10,The Prince Of Beverly Hills,Stuart Woods,2004,Putnam Publishing Group
347,98391,0425182231,9,"Tall, Dead and Handsome",Annie Griffin,2001,Berkley Publishing Group
348,98391,0821768816,9,Her Leading Man (The Dream Maker),Alice Duncan,2001,Zebra Books
349,98391,0451411501,9,Dead Guilty,Beverly Connor,2004,Onyx Books
350,98391,0312865597,9,"The Storm of Heaven (Oath of Empire, Book 3)",Thomas Harlan,2001,Tor Books
351,98391,0060523387,10,Into Danger,Gennita Low,2003,Avon
352,98391,0553586033,10,The Darkening,CHANDLER MCGREW,2004,Dell
353,98391,0425197514,10,A Play of Isaac,Margaret Frazer,2004,Berkley Publishing Group
354,98391,0373790724,9,"The Sweetest Taboo (Harlequin Blaze, 68)",Alison Kent,2002,Harlequin
355,98391,0425191362,10,Isle of Palms: A Lowcountry Tale,Dorothea Benton Frank,2003,Berkley Publishing Group
356,98391,0312280033,9,The Cold Blue Blood: A Berger &amp; Mitry Mystery,David Handler,2001,St. Martin's Press
357,98391,0399147926,9,Smoke in Mirrors,Jayne Ann Krentz,2002,Putnam Adult
358,98391,0060527412,10,For the First Time,Kathryn Smith,2003,Avon
359,98391,0451210298,8,In a Wild Wood,Sasha Lord,2004,Signet Book
360,98391,044653062X,9,Mother Road,Dorothy Garlock,2003,Warner Books
361,98391,0373691580,10,"Are You Lonesome Tonight? (Harlequin Temptation, No. 958)",Wendy Etherington,2004,Harlequin
362,98391,0425184722,9,"Vie De France: Sharing Food, Friendship, and a Kitchen in the Loire Valley",James Haller,2002,Berkley Publishing Group
363,98391,0312288700,8,The Piper's Tune,Jessica Stirling,2002,St. Martin's Press
364,98391,0505525623,10,Unraveled,C. J. Barry,2003,Love Spell
365,98391,0373259883,8,"A Shameless Seduction  (Heat) (Harlequin Temptation, No. 888)",Janelle Denison,2002,Harlequin
366,98391,0385498748,10,Icarus: A Thriller,Russell Andrews,2001,Doubleday Books
367,98391,0764227610,8,"The Silent Harp (Morris, Gilbert &amp; J. Landon Ferguson)",Gilbert Morris,2004,Bethany House Publishers
368,98391,0679452206,8,Where the Truth Lies : A Novel,RUPERT HOLMES,2003,Random House
369,98391,0441011322,10,"Conqueror's Moon (The Boreal Moon Tale, Book 1)",Julian May,2004,Ace
370,98391,0312315856,10,The Fourth Durango,Ross Thomas,2003,St. Martin's Griffin
371,98391,0786014822,9,Don't Close Your Eyes,Robert Ross,2003,Pinnacle Books
372,98391,0425191230,8,Material Girl (Berkley Sensation),Julia London,2003,Berkley Publishing Group
373,98391,0765306646,9,Cowboy Feng's Space Bar and Grille,Steven Brust,2003,Orb Books
374,98391,0441010571,10,One Knight Only,Peter David,2003,Ace Books
375,98391,0688176852,9,Misconception,Robert L. Shapiro,2001,William Morrow &amp; Company
376,98391,0743457617,10,Game Over,Adele Parks,2004,Downtown Press
377,98391,1551669269,8,Behind the Mask,Metsy Hingle,2002,Mira
378,98391,0425188442,8,Deceit,Clare Francis,2003,Berkley Publishing Group
379,98391,0345462270,8,Gone Too Far,SUZANNE BROCKMANN,2003,Ballantine Books
380,98391,0312878087,9,Seeds of Betrayal: Book 2 of the Winds of the Forelands Tetralogy,David B. Coe,2003,Tor Books
381,98391,0786253487,10,Lucifer's Crown (Five Star Speculative Fiction),Lillian Stewart Carl,2003,Five Star (ME)
382,98391,0312323131,10,Hide Yourself Away,Mary Jane Clark,2004,St. Martin's Press
383,98391,0399151052,10,Auriel Rising,Elizabeth Redfern,2004,G. P. Putnam's Sons
384,98391,0743467639,10,An Accidental Greek Wedding,Carol Grace,2004,Pocket Books
385,98391,0843951338,8,Perils of the Heart,Jennifer Ashley,2002,Leisure Books
386,98391,0312326955,10,The Wind Off the Sea: A Novel of the Women Who Prevailed After WWII,Charlotte Bingham,2004,Thomas Dunne Books
387,98391,193169687X,9,Escape The Past,K. G. McAbee,2001,Novelbooks
388,98391,0425196933,10,Absolute Instinct,Robert W. Walker,2004,Berkley Publishing Group
389,98391,0345462297,8,The Lost Steersman,ROSEMARY KIRSTEIN,2003,Del Rey
390,98391,0670030600,8,The Importance of Being Ernestine: An Ellie Haskell Mystery (Ellie Haskell Mysteries (Hardcover)),Dorothy Cannell,2002,Viking Books
391,98391,0765304414,9,Second Sunrise: A Lee Nez Novel,Aimee Thurlo,2002,Forge Books
392,98391,034546673X,9,A Christmas Journey,ANNE PERRY,2003,Ballantine Books
393,98391,0670030074,8,Ambrose Bierce and the Death of Kings,Oakley M. Hall,2001,Viking Books
394,98391,037325993X,8,"Undercover Lovers  (Heat) (Harlequin Temptation, No. 893)",Julie Kenner,2002,Harlequin
395,98391,0399147322,9,McNally's Chance,Lawrence Sanders,2001,G. P. Putnam's Sons
396,98391,0373250517,10,Spitting Feathers (Red Dress Ink),Kelly Harte,2004,Red Dress Ink
397,98391,0399150420,5,Final Verdict,Sheldon Siegel,2003,Putnam Publishing Group
398,98391,1590581210,10,Speak Now,Margaret Dumas,2004,Poisoned Pen Press
399,98391,0373791291,9,"Unfinished Business (Harlequin Blaze, No. 125)",Suzanne Forster,2004,Harlequin
400,98391,0765302152,9,Man and Wife,Andrew Klavan,2001,Forge
401,98391,0312291329,10,"Bone Dry : A Blanco County, Texas, Novel (Game Warden John Marlin, 2)",Ben Rehder,2003,St. Martin's Minotaur
402,98391,0765306727,9,Wolfskin,Juliet Marillier,2003,Tor Books
403,98391,0345440013,9,Funeral in Blue (William Monk Novels (Hardcover)),Anne Perry,2001,Ballantine Books
404,98391,0525946020,9,Grace,Jane Roberts Wood,2001,Dutton Books
405,98391,1594141800,10,Found Wanting,Joyce Lamb,2004,Five Star (ME)
406,98391,0399152121,10,The Confession,Sheldon Siegel,2004,Putnam Publishing Group
407,98391,0345455967,9,The Labyrinth Key,HOWARD V. HENDRIX,2004,Del Rey
408,98391,0312324669,8,Sideways : A Novel,Rex Pickett,2004,St. Martin's Griffin
409,98391,1893896870,9,Midnight Crusader,Nancy Gideon,2002,Imajinn Books
410,98391,0553802038,8,Fatal,MICHAEL PALMER,2002,Bantam
411,98391,0316693006,9,Four Blind Mice,James Patterson,2002,"Little, Brown"
412,98391,0804119716,8,Out of Control,Suzanne Brockmann,2002,Ballantine Books
413,98391,0505525526,9,Single White Vampire,Lynsay Sands,2003,Love Spell
414,98391,0399149783,10,Monkeewrench,P. J. Tracy,2003,Putnam Publishing Group
415,98391,0316782262,8,All He Ever Wanted,Anita Shreve,2003,"Little, Brown"
416,98391,0060096209,8,A Little Help from Above,Saralee Rosenberg,2002,Avon Trade
417,98391,0743456173,8,Just the Way You Are,Christina Dodd,2003,Pocket
418,98391,051513628X,10,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books
419,98391,1551668998,9,Beach House,Mary Alice Monroe,2002,Mira
420,98391,0843949945,8,Dark Guardian,Christine Feehan,2002,Leisure Books
421,98391,1551669021,8,Like Silk,Mary Lynn Baxter,2002,Mira
422,98391,0066214122,8,Prey: A Novel,Michael Crichton,2002,HarperCollins
423,98391,039914739X,9,Isle of Dogs,Patricia Daniels Cornwell,2001,Putnam Publishing Group
424,98391,0515133418,8,Summer in Eclipse Bay,Jayne Ann Krentz,2002,Jove Books
425,98391,0373250185,8,Strapless (Red Dress Ink (Paperback)),Leigh Riker,2002,Red Dress Ink
426,98391,0373250223,8,Name &amp; Address Withheld (Red Dress Ink (Paperback)),Jane Sigaloff,2002,Red Dress Ink
427,98391,0425181685,9,Narcissus in Chains (Anita Blake Vampire Hunter (Hardcover)),Laurell K. Hamilton,2001,Berkley Publishing Group
428,98391,042519485X,9,Undead and Unwed (Berkley Sensation),Mary Janice Davidson,2004,Berkley Publishing Group
429,98391,0671042505,8,The Last Chance Cafe : A Novel,Linda Lael Miller,2002,Atria
430,98391,0515135216,9,Dark Symphony,Christine Feehan,2003,Jove Books
431,98391,0399150897,10,Blow Fly: A Scarpetta Novel,Patricia Cornwell,2003,Putnam Publishing Group
432,98391,1579546463,10,"The South Beach Diet: The Delicious, Doctor-Designed, Foolproof Plan for Fast and Healthy Weight Loss",Arthur Agatston,2003,Rodale Books
433,98391,0553573209,9,Firefly Beach,Luanne Rice,2001,Bantam Books
434,98391,0743211375,9,From a Buick 8 : A Novel,Stephen King,2002,Scribner
435,98391,0380977303,8,Partner in Crime,J.A. Jance,2002,William Morrow
436,98391,0316969680,8,The Beach House,James Patterson,2002,"Little, Brown"
437,98391,1551668947,9,White Mountain,Dinah Mccall,2002,Mira
438,98391,1551669498,8,Girls Night,Stef Ann Holm,2002,Mira
439,98391,0399150870,10,Stone Cold: A Jesse Stone Novel,Robert B. Parker,2003,Putnam Publishing Group
440,98391,0380814390,8,Lola Carlyle Reveals All (Avon Light Contemporary Romances),Rachel Gibson,2002,Avon
441,98391,0446530891,8,Split Second,David Baldacci,2003,Warner Books
442,98391,0060531231,8,When He Was Wicked (Bridgerton Family Series),Julia Quinn,2004,Avon
443,98391,0373250134,9,Slightly Single (Red Dress Ink (Paperback)),Wendy Markham,2002,Red Dress Ink
444,98391,0446527793,9,The Guardian,Nicholas Sparks,2003,Warner Books
445,98391,0515136530,10,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,2003,Jove Pubns
446,98391,0316710571,9,Sam's Letters to Jennifer,James Patterson,2004,"Little, Brown"
447,98391,0312979096,9,Now You See Me,Tina Wainscott,2002,St. Martin's Paperbacks
448,98391,1551668432,8,Texas Ranger,Diana Palmer,2001,Mira
449,98391,0515134368,9,The Penwyth Curse,Catherine Coulter,2004,Jove Books
450,98391,1551669552,8,Along Came Trouble,Sherryl Woods,2002,Mira
451,98391,0345457641,9,A Thousand Days in Venice: An Unexpected Romance (Ballantine Reader's Circle),Marlena De Blasi,2003,Ballantine Books
452,98391,0375504397,10,Black House,Stephen King,2001,Random House Trade
453,98391,0553802461,9,Dead Aim,IRIS JOHANSEN,2003,Bantam
454,98391,0385335555,10,Tell No One,HARLAN COBEN,2001,Delacorte Press
455,98391,0399148779,9,Eleventh Hour: An FBI Thriller,Catherine Coulter,2002,Putnam Publishing Group
456,98391,0684859726,9,Fatal Voyage : A Novel,Kathy Reichs,2001,Scribner
457,98391,1551666758,5,The Perfect Lie,Dinah Mccall,2003,Mira
458,98391,0060002069,8,The Lady Chosen,Stephanie Laurens,2003,Avon Books
459,98391,0399149422,9,The Cat Who Brought Down the House,Lilian Jackson Braun,2003,Putnam Publishing Group
460,98391,0373691300,9,American Heroes: Riley,Lori Foster,2003,Harlequin
461,98391,0821770209,5,About Face,Fern Michaels,2003,Zebra Books
462,98391,0446527297,8,The Millionaires,Brad Meltzer,2002,Warner Books
463,98391,0425193896,9,Cutwork,Monica Ferris,2004,Berkley Publishing Group
464,98391,0345458915,10,The Sinner,TESS GERRITSEN,2003,Ballantine Books
465,98391,0060001453,9,Love With the Proper Husband (Avon Historical Romance),Victoria Alexander,2003,Avon
466,98391,0553801430,8,By the Light of the Moon,DEAN KOONTZ,2002,Bantam
467,98391,0553583913,8,Castles in the Mist,Josie Litton,2002,Bantam Books
468,98391,0312316933,10,The Red Hat Club,Haywood Smith,2003,St. Martin's Press
469,98391,0399147381,9,Hemlock Bay,Catherine Coulter,2001,Penguin Putnam
470,98391,0451411137,10,Men in Kilts,Katie Macalister,2003,Onyx Books
471,98391,0446530387,8,Stone Kiss (Peter Decker &amp; Rina Lazarus Novels (Hardcover)),Faye Kellerman,2002,Warner Books
472,98391,0451410319,9,Hush,Anne Frasier,2002,Onyx Books
473,98391,1551669293,8,204 Rosewood Lane,Debbie Macomber,2002,Mira
474,98391,0375412557,9,Death in Holy Orders (Adam Dalgliesh Mysteries (Hardcover)),P.D. JAMES,2001,Knopf
475,98391,1551666561,9,Letting Go,Pamela Morsi,2003,Mira Books
476,98391,0060517611,10,The Lady in Question,Victoria Alexander,2003,Avon
477,98391,0380819627,8,In My Wildest Dreams (Governess Brides Series),Christina Dodd,2001,Avon
478,102227,3442449146,7,Puppenmord. Oder Bis dass ihr Tod ihn scheidet.,Tom Sharpe,2001,Goldmann
479,102227,3404241940,5,"Stark, der Traumdetektiv.",Michael Smith Marshall,1994,LÃ?Â¼bbe
480,102227,3499226995,9,Geklont.,Michael Marshall Smith,1999,Rowohlt Tb.
481,235105,0380978199,10,The Last Place : A Novel,Laura Lippman,2002,William Morrow
482,235105,0892967870,8,Money for Nothing,Donald E. Westlake,2003,Mysterious Press
483,235105,006000469X,7,"Engaged to Die : A Death on Demand Mystery (Hart, Carolyn G)",Carolyn Hart,2003,William Morrow
484,235105,0316328898,9,The Five Bells and Bladebone,Martha Grimes,1992,Smithmark Pub
485,235105,0786710187,9,Streets on Fire: A Jack Liffey Mystery,John Shannon,2002,Carroll &amp; Graf Publishers
486,235105,0802117074,9,The Dressing Station: A Surgeon's Chronicle of War and Medicine,Jonathan Kaplan,2002,Grove Press
487,235105,0312874537,9,Not Quite Kosher: An Abe Lieberman Mystery,Stuart M. Kaminsky,2002,Forge Books
488,235105,0553287036,6,The Once and Future Spy,Robert Littell,1991,Bantam Books
489,235105,1400060931,6,Goat: A Memoir,Brad Land,2004,Random House
490,235105,0312301219,9,"Ice Run : An Alex McKnight Novel (Alex Mcknight, 6)",Steve Hamilton,2004,St. Martin's Minotaur
491,235105,0670032204,9,Robert E. Lee: A Penguin Life (Penguin Lives),Roy Blount,2003,Viking Books
492,235105,0140093451,5,Natural enemy (Penguin crime fiction),Jane Langton,1987,Penguin Books
493,235105,0316073032,10,Little Scarlet: An Easy Rawlins Mystery,Walter Mosley,2004,"Little, Brown"
494,235105,0312287844,9,"Stone Cribs (P.I. Smokey Dalton, 4)",Kris Nelscott,2004,St. Martin's Minotaur
495,235105,0385333676,6,The First Billion,CHRISTOPHER REICH,2002,Delacorte Press
496,235105,0786889055,9,Voodoo River (Elvis Cole Novels (Paperback)),Robert Crais,1996,Hyperion
497,235105,0451139003,8,Ed McBain's Give the Boys a Great Big Hand,Ed McBain,1987,Signet Book
498,235105,0553581058,9,O Jerusalem (Mary Russell Novels (Paperback)),LAURIE R. KING,2000,Bantam
499,235105,0312300611,8,Out of the Dark : A Trish Maguire Mystery (Trish Maguire Mysteries),Natasha Cooper,2002,St. Martin's Minotaur
500,235105,0425156702,8,Bloody Waters: A Lupe Solano Mystery (Lupo Solano Mystery),Carolina Garcia-Aguilera,1997,Berkley Publishing Group
501,235105,0670032115,9,The Peloponnesian War,Donald Kagan,2003,Viking Books
502,235105,0399146474,7,Bump and Run,Mike Lupica,2000,G. P. Putnam's Sons
503,235105,0312277601,9,Bone Mountain,Eliot Pattison,2002,St. Martin's Minotaur
504,235105,0553803085,7,"Mallets Aforethought : A Home Repair is Homicide Mystery (Graves, Sarah. Home Repair Is Homicide Mystery.)",SARAH GRAVES,2004,Bantam
